VTD,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B17017e1,B17021e1,B19301e1,C17002e1,VTD.1,ID
421014014PHILADELPHIA WD 40 PCT 14,1063.95164804,210.349810811,811.477947953,0.0,96.5872187306,11.3993015134,0.0,1063.95164804,1063.95164804,335.205124682,1063.95164804,,1063.95164804,421014014PHILADELPHIA WD 40 PCT 14,6450
421014015PHILADELPHIA WD 40 PCT 15,743.554392359,76.0716867213,533.505237118,1.89622641509,121.968034557,0.0,14.8537735849,743.554392359,743.554392359,231.999183396,741.342128208,9849.36526864,741.342128208,421014015PHILADELPHIA WD 40 PCT 15,6451
421014016PHILADELPHIA WD 40 PCT 16,1093.52035845,77.3892799678,788.701432466,35.9547689282,182.932202557,0.0,58.6498525074,1093.52035845,1093.52035845,332.150386609,1093.52035845,14703.6981943,1093.52035845,421014016PHILADELPHIA WD 40 PCT 16,6452
421014017PHILADELPHIA WD 40 PCT 17,860.855055508,117.168297336,672.726556151,28.8885835826,59.8041651448,0.0,14.9852507375,860.855055508,860.855055508,242.494320622,856.164923516,6527.14255766,856.164923516,421014017PHILADELPHIA WD 40 PCT 17,6453
421015320PHILADELPHIA WD 53 PCT 20,1039.11436643,851.79256863,90.2592554295,15.4025500911,96.4377589255,1.52138492872,41.8816140437,1039.11436643,1039.11436643,395.4155924,1039.11436643,34801.4631693,1039.11436643,421015320PHILADELPHIA WD 53 PCT 20,6454
421015321PHILADELPHIA WD 53 PCT 21,1223.572364,840.647047452,268.410216292,21.3992567977,135.767078343,0.0,37.6741388017,1223.572364,1223.572364,449.752578666,1223.572364,29542.9009219,1223.572364,421015321PHILADELPHIA WD 53 PCT 21,6455
421015322PHILADELPHIA WD 53 PCT 22,1101.47700087,599.580683801,361.378503861,21.3508777495,167.407691966,0.0,14.8842461886,1101.47700087,1101.47700087,356.991305617,1096.9691357,14242.6187769,1096.9691357,421015322PHILADELPHIA WD 53 PCT 22,6456
421015323PHILADELPHIA WD 53 PCT 23,646.61387632,333.060331825,168.336349925,0.0,23.8416289593,0.0,169.781297134,646.61387632,646.61387632,266.592760181,646.61387632,14658.2669683,646.61387632,421015323PHILADELPHIA WD 53 PCT 23,6457
421015401PHILADELPHIA WD 54 PCT 01,988.1733983,356.720965542,420.717692555,0.0,81.8626896851,0.0,132.679712129,988.1733983,988.1733983,353.940478571,988.1733983,13755.0902194,988.1733983,421015401PHILADELPHIA WD 54 PCT 01,6458
421015402PHILADELPHIA WD 54 PCT 02,1265.58478879,411.148642556,515.328766049,0.0,129.95415074,0.0,215.980045085,1265.58478879,1265.58478879,422.982201313,1265.58478879,16677.5083995,1265.58478879,421015402PHILADELPHIA WD 54 PCT 02,6459
421015403PHILADELPHIA WD 54 PCT 03,1027.57921006,491.340295927,84.4794298581,8.02105263158,183.627153445,0.0,263.930827068,1027.57921006,1027.57921006,340.583536381,1023.018604,10603.6127578,1023.018604,421015403PHILADELPHIA WD 54 PCT 03,6460
421015404PHILADELPHIA WD 54 PCT 04,939.254459143,439.404261456,158.123027354,6.08421052632,129.144914693,0.0,209.395288221,939.254459143,939.254459143,331.590680444,936.709004597,10646.0582998,936.709004597,421015404PHILADELPHIA WD 54 PCT 04,6461
421015405PHILADELPHIA WD 54 PCT 05,1074.13632803,411.33734038,230.464341686,6.89473684211,140.550082419,0.0,294.014127498,1074.13632803,1074.13632803,346.940098071,1074.13632803,10493.6458333,1074.13632803,421015405PHILADELPHIA WD 54 PCT 05,6462
421015406PHILADELPHIA WD 54 PCT 06,1020.91025217,466.056637461,328.484462367,0.0,236.40172563,0.0,0.0,1020.91025217,1020.91025217,309.691018249,1011.01631277,12780.7392134,1011.01631277,421015406PHILADELPHIA WD 54 PCT 06,6463
421015407PHILADELPHIA WD 54 PCT 07,1423.69539078,774.893787575,218.559786239,0.0,271.289245157,0.0,179.585838343,1423.69539078,1423.69539078,442.468937876,1423.69539078,11388.0347361,1423.69539078,421015407PHILADELPHIA WD 54 PCT 07,6464
421015408PHILADELPHIA WD 54 PCT 08,1077.64030791,674.855143457,307.788663401,94.2365290413,174.793561931,0.0,0.0,1077.64030791,1077.64030791,344.267319804,1048.00139958,11791.7256823,1048.00139958,421015408PHILADELPHIA WD 54 PCT 08,6465
421015409PHILADELPHIA WD 54 PCT 09,1583.8422616,501.459088302,472.719075455,0.0,543.134796193,0.0,82.2351118146,1583.8422616,1583.8422616,410.814658345,1583.8422616,15416.9463224,1583.8422616,421015409PHILADELPHIA WD 54 PCT 09,6466
421015410PHILADELPHIA WD 54 PCT 10,1153.18696216,480.452617654,392.943481735,40.6274509804,220.586571836,0.0,74.7605668854,1153.18696216,1153.18696216,380.779428137,1153.18696216,11173.2070939,1153.18696216,421015410PHILADELPHIA WD 54 PCT 10,6467
421015411PHILADELPHIA WD 54 PCT 11,1804.76,1023.29023256,411.490232558,0.0,330.089302326,0.0,42.5274418605,1804.76,1804.76,399.314418605,1804.76,14383.2474419,1804.76,421015411PHILADELPHIA WD 54 PCT 11,6468
421015412PHILADELPHIA WD 54 PCT 12,1523.60522943,424.736162141,524.68777835,9.67630057803,502.198290505,0.0,73.3861709072,1523.60522943,1523.60522943,420.449869001,1523.60522943,15519.2486753,1523.60522943,421015412PHILADELPHIA WD 54 PCT 12,6469
421015413PHILADELPHIA WD 54 PCT 13,988.394036655,349.856008858,225.851316434,0.0,162.452049826,0.0,267.231064415,988.394036655,988.394036655,364.090363573,957.422813634,20843.7806008,957.422813634,421015413PHILADELPHIA WD 54 PCT 13,6470
421015414PHILADELPHIA WD 54 PCT 14,762.117647059,257.653594771,347.496732026,43.3725490196,146.124183007,0.0,20.6535947712,762.117647059,762.117647059,260.751633987,762.117647059,8176.75816993,762.117647059,421015414PHILADELPHIA WD 54 PCT 14,6471
421015415PHILADELPHIA WD 54 PCT 15,826.853340353,506.140985141,118.066046566,4.03931203931,199.28021528,0.0,8.41523341523,826.853340353,826.853340353,268.307768808,826.853340353,8129.86147186,826.853340353,421015415PHILADELPHIA WD 54 PCT 15,6472
421015416PHILADELPHIA WD 54 PCT 16,1446.31785957,245.31466338,591.842366542,52.323699422,486.456876913,0.0,102.449617477,1446.31785957,1446.31785957,544.589637878,1446.31785957,16524.4683696,1446.31785957,421015416PHILADELPHIA WD 54 PCT 16,6473
421015417PHILADELPHIA WD 54 PCT 17,932.650257732,404.536597938,347.070489691,0.0,172.27693299,0.0,50.5523195876,932.650257732,932.650257732,245.818943299,932.650257732,8408.45141753,932.650257732,421015417PHILADELPHIA WD 54 PCT 17,6474
421015418PHILADELPHIA WD 54 PCT 18,939.014368351,501.893057982,186.82284739,29.7634709587,132.371905694,0.0,171.133093525,939.014368351,939.014368351,350.808219764,878.6244997,14037.0656846,878.6244997,421015418PHILADELPHIA WD 54 PCT 18,6475
421016403PHILADELPHIA WD 64 PCT 03,1341.0,1115.0,189.0,112.0,112.0,112.0,149.0,1341.0,1341.0,453.0,1341.0,17481.0,1341.0,421016403PHILADELPHIA WD 64 PCT 03,6476
421016404PHILADELPHIA WD 64 PCT 04,923.733426891,871.621987215,33.5096372468,0.0,0.0,0.0,27.9577346322,923.733426891,923.733426891,412.704291522,923.733426891,24462.3073422,923.733426891,421016404PHILADELPHIA WD 64 PCT 04,6477
421016405PHILADELPHIA WD 64 PCT 05,1240.86308276,1097.19537946,99.6803291151,0.0,0.0,13.9100478469,30.0773263434,1240.86308276,1240.86308276,503.569413846,1240.86308276,33329.380828,1240.86308276,421016405PHILADELPHIA WD 64 PCT 05,6478
421016406PHILADELPHIA WD 64 PCT 06,889.30105464,785.214544837,113.634168626,0.0,0.0,9.08995215311,0.0,889.30105464,889.30105464,423.861922912,889.30105464,23918.5325818,889.30105464,421016406PHILADELPHIA WD 64 PCT 06,6479
421016407PHILADELPHIA WD 64 PCT 07,1034.39170956,981.158731816,50.5971066134,0.0,10.4790792202,0.0,0.0,1034.39170956,1034.39170956,369.600269827,782.883512988,26664.0275075,782.883512988,421016407PHILADELPHIA WD 64 PCT 07,6480
421016408PHILADELPHIA WD 64 PCT 08,783.097272106,712.158205478,75.9248622917,0.0,0.0,0.0,13.020661157,783.097272106,783.097272106,340.155500154,780.549751445,18294.3364234,780.549751445,421016408PHILADELPHIA WD 64 PCT 08,6481
421016409PHILADELPHIA WD 64 PCT 09,760.167374681,708.446049278,51.7213254036,0.0,0.0,0.0,0.0,760.167374681,760.167374681,252.48173322,760.167374681,15362.5947324,760.167374681,421016409PHILADELPHIA WD 64 PCT 09,6482
421016410PHILADELPHIA WD 64 PCT 10,795.44077135,654.476584022,59.2286501377,0.0,0.0,0.0,81.7355371901,795.44077135,795.44077135,265.936639118,779.449035813,12893.4848485,779.449035813,421016410PHILADELPHIA WD 64 PCT 10,6483
421016411PHILADELPHIA WD 64 PCT 11,702.132627686,616.171103507,31.3360881543,0.0,11.3816343724,0.0,43.2438016529,702.132627686,702.132627686,264.271066141,693.671883884,15192.5825164,693.671883884,421016411PHILADELPHIA WD 64 PCT 11,6484
421016412PHILADELPHIA WD 64 PCT 12,1049.72804683,915.413517829,106.739755189,0.0,62.0,0.0,0.574773815859,1049.72804683,1049.72804683,442.927088877,1049.72804683,21329.362959,1049.72804683,421016412PHILADELPHIA WD 64 PCT 12,6485
421016413PHILADELPHIA WD 64 PCT 13,795.332244749,746.727431668,0.0,0.0,36.2927152691,0.0,12.3120978121,795.332244749,795.332244749,283.060382804,795.332244749,15326.0192465,795.332244749,421016413PHILADELPHIA WD 64 PCT 13,6486
421016414PHILADELPHIA WD 64 PCT 14,873.23540739,810.969069683,0.0,0.0,42.0758615156,0.0,20.1904761905,873.23540739,873.23540739,274.837244755,873.23540739,12305.9773739,873.23540739,421016414PHILADELPHIA WD 64 PCT 14,6487
421016415PHILADELPHIA WD 64 PCT 15,1363.20008786,1267.7914471,91.194800901,0.0,19.6654294503,0.0,0.0,1363.20008786,1363.20008786,436.025796785,1016.64479236,20189.2825897,1016.64479236,421016415PHILADELPHIA WD 64 PCT 15,6488
421016416PHILADELPHIA WD 64 PCT 16,798.23641857,589.125951673,111.738499571,0.0,78.0444643512,0.0,29.2371850565,798.23641857,798.23641857,430.378509765,798.23641857,28936.4761812,798.23641857,421016416PHILADELPHIA WD 64 PCT 16,6489
421016417PHILADELPHIA WD 64 PCT 17,949.143384087,883.396169247,0.0,0.0,45.2497888429,0.0,20.4974259974,949.143384087,949.143384087,306.530342112,949.143384087,14356.9738935,949.143384087,421016417PHILADELPHIA WD 64 PCT 17,6490
421016418PHILADELPHIA WD 64 PCT 18,1093.64797449,898.400059888,138.469592915,0.0,70.8110269783,0.0,17.7628149435,1093.64797449,1093.64797449,515.257328385,1093.64797449,28191.87642,1093.64797449,421016418PHILADELPHIA WD 64 PCT 18,6491
42101401PHILADELPHIA WD 04 PCT 01,929.154228856,0.0,929.154228856,0.0,0.0,0.0,0.0,929.154228856,929.154228856,329.075456053,929.154228856,7142.20563847,929.154228856,42101401PHILADELPHIA WD 04 PCT 01,6492
42101402PHILADELPHIA WD 04 PCT 02,1071.93814544,14.2392857143,1067.9827883,3.55982142857,0.0,0.0,0.0,1071.93814544,1071.93814544,421.698655336,1071.93814544,8780.55759466,1071.93814544,42101402PHILADELPHIA WD 04 PCT 02,6493
42101403PHILADELPHIA WD 04 PCT 03,837.221408978,0.0,831.521814932,5.69959404601,0.0,0.0,0.0,837.221408978,837.221408978,377.443719737,837.221408978,14351.5532356,837.221408978,42101403PHILADELPHIA WD 04 PCT 03,6494
42101404PHILADELPHIA WD 04 PCT 04,900.0,0.0,639.0,25.0,0.0,0.0,261.0,900.0,900.0,214.0,900.0,10010.0,900.0,42101404PHILADELPHIA WD 04 PCT 04,6495
42101405PHILADELPHIA WD 04 PCT 05,565.674392936,0.0,564.156732892,1.51766004415,0.0,0.0,0.0,565.674392936,565.674392936,254.937086093,565.674392936,18389.5121413,565.674392936,42101405PHILADELPHIA WD 04 PCT 05,6496
42101406PHILADELPHIA WD 04 PCT 06,886.408384755,3.34288443171,880.565500323,2.5,0.0,0.0,0.0,886.408384755,886.408384755,334.08462828,883.867792587,15983.5287999,883.867792587,42101406PHILADELPHIA WD 04 PCT 06,6497
42101407PHILADELPHIA WD 04 PCT 07,989.845771144,0.0,989.845771144,0.0,0.0,0.0,0.0,989.845771144,989.845771144,316.924543947,979.845771144,12468.7943615,979.845771144,42101407PHILADELPHIA WD 04 PCT 07,6498
42101408PHILADELPHIA WD 04 PCT 08,1059.11194361,33.3247974248,1030.68428793,5.04642857143,9.68142968143,0.0,13.1390831391,1059.11194361,1059.11194361,411.960891886,1059.11194361,10433.4624376,1059.11194361,42101408PHILADELPHIA WD 04 PCT 08,6499
42101409PHILADELPHIA WD 04 PCT 09,703.0,27.0,651.0,25.0,0.0,0.0,75.0,703.0,703.0,255.0,703.0,13104.0,703.0,42101409PHILADELPHIA WD 04 PCT 09,6500
42101410PHILADELPHIA WD 04 PCT 10,830.286032051,0.0,830.286032051,0.0,0.0,0.0,0.0,830.286032051,830.286032051,312.737026075,830.286032051,10894.3069807,830.286032051,42101410PHILADELPHIA WD 04 PCT 10,6501
42101411PHILADELPHIA WD 04 PCT 11,864.539575013,0.0,863.557235057,0.98233995585,0.0,0.0,0.0,864.539575013,864.539575013,344.825887833,864.539575013,14867.180878,864.539575013,42101411PHILADELPHIA WD 04 PCT 11,6502
42101412PHILADELPHIA WD 04 PCT 12,745.071667448,43.8760713148,691.971042909,31.3570347958,9.22455322455,0.0,12.519036519,745.071667448,745.071667448,300.668304128,745.071667448,9806.70587053,745.071667448,42101412PHILADELPHIA WD 04 PCT 12,6503
42101413PHILADELPHIA WD 04 PCT 13,1221.12741463,12.3418803419,1199.69151719,0.0,9.09401709402,0.0,12.3418803419,1221.12741463,1221.12741463,504.430192325,1217.48930106,11539.3451891,1217.48930106,42101413PHILADELPHIA WD 04 PCT 13,6504
42101414PHILADELPHIA WD 04 PCT 14,815.290767798,0.289285714286,811.353028105,3.92970397891,0.0,0.0,0.0,815.290767798,815.290767798,325.668426264,807.246494458,11015.4149477,807.246494458,42101414PHILADELPHIA WD 04 PCT 14,6505
42101415PHILADELPHIA WD 04 PCT 15,725.161048608,1.28571428571,711.360882348,13.7644519751,0.0,0.0,0.0,725.161048608,725.161048608,318.268605373,723.975293074,21086.0598538,723.975293074,42101415PHILADELPHIA WD 04 PCT 15,6506
42101416PHILADELPHIA WD 04 PCT 16,864.0,52.0,771.0,30.0,0.0,0.0,41.0,864.0,864.0,386.0,864.0,14707.0,864.0,42101416PHILADELPHIA WD 04 PCT 16,6507
42101417PHILADELPHIA WD 04 PCT 17,1755.0,15.0,1740.0,44.0,0.0,0.0,0.0,1755.0,1755.0,470.0,1755.0,13600.0,1755.0,42101417PHILADELPHIA WD 04 PCT 17,6508
42101418PHILADELPHIA WD 04 PCT 18,1015.27308611,5.4441260745,1009.82896004,0.0,0.0,0.0,0.0,1015.27308611,1015.27308611,360.269239915,1011.1355503,11814.6669976,1011.1355503,42101418PHILADELPHIA WD 04 PCT 18,6509
